,features,metric_umap,n_neig_umap,min_d_umap,silhouette,calinski_harabasz,davies_bouldin,cluster_distribution
106,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'volume_trend_divergence']",manhattan,40,0.2,0.4242420196533203,812.7186279296875,0.9277834154060594,"(np.float64(0.3854166666666667), np.float64(0.6145833333333334))"
107,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'volume_trend_divergence']",correlation,40,0.2,0.434525728225708,735.3348388671875,0.8933302287722044,"(np.float64(0.6956018518518519), np.float64(0.30439814814814814))"
108,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",euclidean,10,0.01,0.42040809988975525,196.5364990234375,0.5365857703212142,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
109,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",manhattan,10,0.01,0.5287423133850098,281.3980407714844,0.442428111694019,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
110,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",correlation,10,0.01,0.3035466969013214,244.0279083251953,0.7238432573503658,"(np.float64(0.8900462962962963), np.float64(0.1099537037037037))"
111,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",euclidean,10,0.1,0.09405647963285446,8.032350540161133,0.8228747175405573,"(np.float64(0.9930555555555556), np.float64(0.006944444444444444))"
112,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",manhattan,10,0.1,0.5229023694992065,281.9566345214844,0.45138301576667406,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
113,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",correlation,10,0.1,0.1925811916589737,158.76719665527344,0.9378378881661162,"(np.float64(0.8900462962962963), np.float64(0.1099537037037037))"
114,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",euclidean,10,0.2,-0.015708478167653084,4.7655415534973145,1.0663310203935732,"(np.float64(0.9930555555555556), np.float64(0.006944444444444444))"
115,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",manhattan,10,0.2,0.43816521763801575,202.37939453125,0.5488775667347756,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
116,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",correlation,10,0.2,0.37776878476142883,562.2921142578125,1.1604001916560371,"(np.float64(0.4305555555555556), np.float64(0.5694444444444444))"
117,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",euclidean,20,0.01,0.5154663324356079,286.3338623046875,0.4464889953791838,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
118,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",manhattan,20,0.01,0.4224582314491272,197.3621063232422,0.5309375830211529,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
119,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",correlation,20,0.01,0.5172773003578186,1148.828857421875,0.8035102833488558,"(np.float64(0.4398148148148148), np.float64(0.5601851851851852))"
120,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",euclidean,20,0.1,0.46724313497543335,240.0459442138672,0.4994877412225639,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
121,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",manhattan,20,0.1,0.4483070373535156,215.85057067871094,0.5181478606027804,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
122,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",correlation,20,0.1,0.4526676833629608,859.1043701171875,0.9451737700582473,"(np.float64(0.4398148148148148), np.float64(0.5601851851851852))"
123,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",euclidean,20,0.2,0.46433746814727783,229.3424530029297,0.516972726831442,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
124,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",manhattan,20,0.2,0.4301779568195343,202.62747192382812,0.5551376044970718,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
125,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",correlation,20,0.2,0.41305336356163025,704.6181640625,1.049235342793975,"(np.float64(0.4409722222222222), np.float64(0.5590277777777778))"
126,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",euclidean,40,0.01,0.39363253116607666,177.5684051513672,0.579661501083371,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
127,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",manhattan,40,0.01,0.4604123532772064,859.7766723632812,0.831255107253312,"(np.float64(0.3460648148148148), np.float64(0.6539351851851852))"
128,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",correlation,40,0.01,0.5568523406982422,1414.8438720703125,0.7284992265848026,"(np.float64(0.4398148148148148), np.float64(0.5601851851851852))"
129,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",euclidean,40,0.1,0.38952940702438354,152.18417358398438,0.5577129529440253,"(np.float64(0.9513888888888888), np.float64(0.04861111111111111))"
130,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",manhattan,40,0.1,0.4301847517490387,743.0659790039062,0.9018969870408949,"(np.float64(0.3460648148148148), np.float64(0.6539351851851852))"
131,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",correlation,40,0.1,0.469704806804657,930.8204956054688,0.9066916202012123,"(np.float64(0.4409722222222222), np.float64(0.5590277777777778))"
132,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",euclidean,40,0.2,0.32106155157089233,135.52085876464844,0.6853166432706519,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
133,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",manhattan,40,0.2,0.41021886467933655,697.614013671875,0.9526033223960667,"(np.float64(0.3587962962962963), np.float64(0.6412037037037037))"
134,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'vixm_drift']",correlation,40,0.2,0.4092688262462616,710.5424194335938,1.0438289258090692,"(np.float64(0.4398148148148148), np.float64(0.5601851851851852))"
135,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",euclidean,10,0.01,0.2789476811885834,67.56282806396484,0.6499425563715231,"(np.float64(0.9675925925925926), np.float64(0.032407407407407406))"
136,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",manhattan,10,0.01,0.3056029975414276,76.22357177734375,0.6546775345492728,"(np.float64(0.9641203703703703), np.float64(0.03587962962962963))"
137,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",correlation,10,0.01,0.08344434946775436,62.5888786315918,1.14677810579107,"(np.float64(0.9317129629629629), np.float64(0.06828703703703703))"
138,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",euclidean,10,0.1,0.2639012932777405,56.24407196044922,0.6504518812667873,"(np.float64(0.9710648148148148), np.float64(0.028935185185185185))"
139,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",manhattan,10,0.1,0.31551000475883484,79.8602066040039,0.6461865250202896,"(np.float64(0.9641203703703703), np.float64(0.03587962962962963))"
140,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",correlation,10,0.1,0.3927164375782013,633.3375244140625,1.0084121870541907,"(np.float64(0.36921296296296297), np.float64(0.6307870370370371))"
141,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",euclidean,10,0.2,0.05518902838230133,47.063232421875,1.3653409750913221,"(np.float64(0.9328703703703703), np.float64(0.06712962962962964))"
142,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",manhattan,10,0.2,0.30089637637138367,31.414052963256836,0.5165472306191351,"(np.float64(0.9884259259259259), np.float64(0.011574074074074073))"
143,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",correlation,10,0.2,0.11005537956953049,57.90057373046875,0.9998998089112888,"(np.float64(0.9467592592592593), np.float64(0.05324074074074074))"
144,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",euclidean,20,0.01,0.46276384592056274,812.2610473632812,0.8455852793711056,"(np.float64(0.3090277777777778), np.float64(0.6909722222222222))"
145,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",manhattan,20,0.01,0.40550023317337036,632.9094848632812,0.8597750830235895,"(np.float64(0.25578703703703703), np.float64(0.7442129629629629))"
146,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",correlation,20,0.01,0.4237818419933319,680.7479858398438,0.8700480129603876,"(np.float64(0.29976851851851855), np.float64(0.7002314814814815))"
147,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",euclidean,20,0.1,0.42998814582824707,679.963623046875,0.9173422210563574,"(np.float64(0.29976851851851855), np.float64(0.7002314814814815))"
148,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",manhattan,20,0.1,0.3750516474246979,542.7401123046875,1.016864758365791,"(np.float64(0.2847222222222222), np.float64(0.7152777777777778))"
149,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",correlation,20,0.1,0.16593988239765167,74.2769546508789,0.8605417436512676,"(np.float64(0.9467592592592593), np.float64(0.05324074074074074))"
150,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",euclidean,20,0.2,0.4091789424419403,637.2106323242188,0.9494885619516289,"(np.float64(0.29398148148148145), np.float64(0.7060185185185185))"
151,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",manhattan,20,0.2,0.3447774648666382,150.2636260986328,0.666912393489721,"(np.float64(0.9502314814814815), np.float64(0.04976851851851852))"
152,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",correlation,20,0.2,0.3449309170246124,517.5296020507812,1.1299001418738606,"(np.float64(0.3587962962962963), np.float64(0.6412037037037037))"
153,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",euclidean,40,0.01,0.42527180910110474,642.7832641601562,0.9946284206056958,"(np.float64(0.32407407407407407), np.float64(0.6759259259259259))"
154,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",manhattan,40,0.01,0.40946853160858154,628.259521484375,0.9958308522645704,"(np.float64(0.3125), np.float64(0.6875))"
155,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",correlation,40,0.01,0.21096286177635193,98.5793685913086,0.7568199603481585,"(np.float64(0.9432870370370371), np.float64(0.056712962962962965))"
156,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",euclidean,40,0.1,0.3865732252597809,526.8778686523438,1.078178257988197,"(np.float64(0.30439814814814814), np.float64(0.6956018518518519))"
157,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",manhattan,40,0.1,0.37279781699180603,521.4210205078125,1.0919235578448452,"(np.float64(0.3055555555555556), np.float64(0.6944444444444444))"
158,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",correlation,40,0.1,0.3582969307899475,531.4520263671875,1.0398150012905856,"(np.float64(0.32060185185185186), np.float64(0.6793981481481481))"
159,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",euclidean,40,0.2,0.3588729500770569,473.70025634765625,1.1442737826450582,"(np.float64(0.30439814814814814), np.float64(0.6956018518518519))"
160,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",manhattan,40,0.2,0.3418954610824585,444.4273376464844,1.1763807460324986,"(np.float64(0.2986111111111111), np.float64(0.7013888888888888))"
161,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'vol_asymmetry']",correlation,40,0.2,0.33642470836639404,470.6542053222656,1.1118867287854282,"(np.float64(0.31712962962962965), np.float64(0.6828703703703703))"
162,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",euclidean,10,0.01,0.5127581357955933,228.5201873779297,0.9232279710321603,"(np.float64(0.9375), np.float64(0.0625))"
163,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",manhattan,10,0.01,0.4459657073020935,181.99310302734375,0.5047340485829396,"(np.float64(0.9490740740740741), np.float64(0.05092592592592592))"
164,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",correlation,10,0.01,0.2124359905719757,174.34999084472656,1.8409589607060461,"(np.float64(0.32060185185185186), np.float64(0.6793981481481481))"
165,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",euclidean,10,0.1,0.5086780786514282,220.4137420654297,0.9830053221254741,"(np.float64(0.0625), np.float64(0.9375))"
166,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",manhattan,10,0.1,0.3677986264228821,141.53102111816406,0.578722735589488,"(np.float64(0.9490740740740741), np.float64(0.05092592592592592))"
167,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",correlation,10,0.1,0.36931511759757996,543.1016845703125,1.0214513976149473,"(np.float64(0.6724537037037037), np.float64(0.3275462962962963))"
168,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",euclidean,10,0.2,0.44931721687316895,165.59181213378906,1.0926577438693852,"(np.float64(0.9375), np.float64(0.0625))"
169,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",manhattan,10,0.2,0.5031000971794128,65.15788269042969,0.37965055820715876,"(np.float64(0.9884259259259259), np.float64(0.011574074074074073))"
170,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",correlation,10,0.2,0.2610188126564026,222.21665954589844,1.2096392057380358,"(np.float64(0.1886574074074074), np.float64(0.8113425925925926))"
171,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",euclidean,20,0.01,0.4441071152687073,227.3391571044922,0.4543226418604157,"(np.float64(0.9490740740740741), np.float64(0.05092592592592592))"
172,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",manhattan,20,0.01,0.3383052349090576,144.90386962890625,0.7062826253678116,"(np.float64(0.9375), np.float64(0.0625))"
173,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",correlation,20,0.01,0.4197929799556732,717.6729125976562,0.988166949036846,"(np.float64(0.6076388888888888), np.float64(0.3923611111111111))"
174,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",euclidean,20,0.1,0.38294684886932373,195.00650024414062,0.6316891722115172,"(np.float64(0.9375), np.float64(0.0625))"
175,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",manhattan,20,0.1,0.30653560161590576,107.92241668701172,0.6705777522509289,"(np.float64(0.9502314814814815), np.float64(0.04976851851851852))"
176,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",correlation,20,0.1,0.30392125248908997,260.66949462890625,0.9125310475232615,"(np.float64(0.14814814814814814), np.float64(0.8518518518518519))"
177,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",euclidean,20,0.2,0.32722994685173035,134.71832275390625,0.6232885227356779,"(np.float64(0.9490740740740741), np.float64(0.05092592592592592))"
178,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",manhattan,20,0.2,0.2579098045825958,93.52821350097656,0.7436955553521887,"(np.float64(0.9502314814814815), np.float64(0.04976851851851852))"
179,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",correlation,20,0.2,0.27309730648994446,228.91680908203125,1.0016612323241147,"(np.float64(0.14699074074074073), np.float64(0.8530092592592593))"
180,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",euclidean,40,0.01,0.2978571355342865,134.7434539794922,0.6018584067489049,"(np.float64(0.9490740740740741), np.float64(0.05092592592592592))"
181,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",manhattan,40,0.01,0.392817884683609,591.240478515625,1.059875506467786,"(np.float64(0.6006944444444444), np.float64(0.3993055555555556))"
182,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",correlation,40,0.01,0.32380104064941406,292.24359130859375,0.8320225185303535,"(np.float64(0.14930555555555555), np.float64(0.8506944444444444))"
183,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",euclidean,40,0.1,0.2783828675746918,121.54370880126953,0.6445136492947829,"(np.float64(0.9490740740740741), np.float64(0.05092592592592592))"
184,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",manhattan,40,0.1,0.18154595792293549,78.44282531738281,1.0128375139324106,"(np.float64(0.9386574074074074), np.float64(0.061342592592592594))"
185,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",correlation,40,0.1,0.3501073718070984,328.447998046875,0.8196444423605227,"(np.float64(0.15046296296296297), np.float64(0.8495370370370371))"
186,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",euclidean,40,0.2,0.37374281883239746,552.4000244140625,1.0171683561759288,"(np.float64(0.30324074074074076), np.float64(0.6967592592592593))"
187,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",manhattan,40,0.2,0.3244958817958832,411.8927001953125,1.170595287122809,"(np.float64(0.2986111111111111), np.float64(0.7013888888888888))"
188,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'higher_high_consistency']",correlation,40,0.2,0.302668035030365,290.06011962890625,1.0772376035858775,"(np.float64(0.1886574074074074), np.float64(0.8113425925925926))"
189,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",euclidean,10,0.01,0.4609946012496948,1028.623046875,0.8102593326102547,"(np.float64(0.3958333333333333), np.float64(0.6041666666666666))"
190,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",manhattan,10,0.01,0.4264673888683319,777.5646362304688,0.8821793175305822,"(np.float64(0.31828703703703703), np.float64(0.6817129629629629))"
191,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",correlation,10,0.01,0.4060485064983368,583.89697265625,1.072327960520823,"(np.float64(0.3298611111111111), np.float64(0.6701388888888888))"
192,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",euclidean,10,0.1,0.476674884557724,1083.654052734375,0.8250867180984126,"(np.float64(0.4212962962962963), np.float64(0.5787037037037037))"
193,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",manhattan,10,0.1,0.3901393711566925,622.8636474609375,0.9980207680316883,"(np.float64(0.3194444444444444), np.float64(0.6805555555555556))"
194,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",correlation,10,0.1,0.3913255035877228,619.6744384765625,0.9963861741221728,"(np.float64(0.6712962962962963), np.float64(0.3287037037037037))"
195,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",euclidean,10,0.2,0.4168727695941925,769.134765625,0.9300602810854636,"(np.float64(0.3587962962962963), np.float64(0.6412037037037037))"
196,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",manhattan,10,0.2,0.38851597905158997,596.0662841796875,0.9328178171380773,"(np.float64(0.26157407407407407), np.float64(0.7384259259259259))"
197,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",correlation,10,0.2,0.33630701899528503,482.2889099121094,1.1369336488650224,"(np.float64(0.6712962962962963), np.float64(0.3287037037037037))"
198,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",euclidean,20,0.01,0.28430187702178955,108.94628143310547,0.5970787072156426,"(np.float64(0.9583333333333334), np.float64(0.041666666666666664))"
199,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",manhattan,20,0.01,0.4170007109642029,747.2198486328125,0.9071535619743145,"(np.float64(0.32407407407407407), np.float64(0.6759259259259259))"
200,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",correlation,20,0.01,0.39351361989974976,517.8991088867188,0.9571717885268779,"(np.float64(0.71875), np.float64(0.28125))"
201,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",euclidean,20,0.1,0.4328369200229645,774.7824096679688,0.9078750958941573,"(np.float64(0.3449074074074074), np.float64(0.6550925925925926))"
202,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",manhattan,20,0.1,0.40803852677345276,704.8065795898438,0.8936408775221442,"(np.float64(0.2916666666666667), np.float64(0.7083333333333334))"
203,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",correlation,20,0.1,0.34963008761405945,452.24652099609375,1.0640128071716122,"(np.float64(0.71875), np.float64(0.28125))"
204,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",euclidean,20,0.2,0.41315650939941406,751.118896484375,0.9316861442790076,"(np.float64(0.33796296296296297), np.float64(0.6620370370370371))"
205,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",manhattan,20,0.2,0.3869088590145111,648.5861206054688,0.9666099153604151,"(np.float64(0.3090277777777778), np.float64(0.6909722222222222))"
206,"['glob_eq_tlt_corr', 'glob_eq_gld_corr', 'beta_vol_spread', 'trend_consistency', 'volume_trend_divergence']",correlation,20,0.2,0.297090083360672,358.8184814453125,1.4722978554413932,"(np.float64(0.5092592592592593), np.float64(0.49074074074074076))"
